index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
1085,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Facebook,14,0.132,2.70805020110221,1.0,0.0,0.0,0.0,0.0,-0.16317075232270903,-0.22946007046548542
1086,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Instagram,29,0.274,3.4011973816621555,0.0,1.0,0.0,0.0,0.0,0.12900428768660882,0.28215292530146635
1087,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Snapchat,4,0.038,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,-0.3579541123289209,-0.5681334620295239
1088,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Twitter,10,0.094,2.3978952727983707,0.0,0.0,0.0,1.0,0.0,-0.24108409632519376,-0.36637059045945847
1089,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),nan,49,0.462,3.912023005428146,0.0,0.0,0.0,0.0,1.0,0.5185710076990325,0.9594997084295434
1090,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Facebook,14,0.167,2.70805020110221,1.0,0.0,0.0,0.0,0.0,-0.16317075232270903,-0.1033582757341945
1091,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Instagram,30,0.357,3.4339872044851463,0.0,1.0,0.0,0.0,0.0,0.14848262368723,0.5811943242356704
1092,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Snapchat,1,0.012,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6618090809727686
1093,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Twitter,6,0.071,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.44923748414002107
1094,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),nan,33,0.393,3.5263605246161616,0.0,0.0,0.0,0.0,1.0,0.20691763168909358,0.7108990273878555
1095,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Facebook,18,0.135,2.9444389791664403,1.0,0.0,0.0,0.0,0.0,-0.08525740832022426,-0.21865134520280333
1096,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Instagram,40,0.301,3.713572066704308,0.0,1.0,0.0,0.0,0.0,0.3432659836934419,0.37943145266560496
1097,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Snapchat,8,0.06,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,-0.28004076832643615,-0.48886947676985537
1098,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Twitter,8,0.06,2.1972245773362196,0.0,0.0,0.0,1.0,0.0,-0.28004076832643615,-0.48886947676985537
1099,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),nan,59,0.444,4.0943445622221,0.0,0.0,0.0,0.0,1.0,0.7133543677052444,0.8946473568534508
1100,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Facebook,16,0.188,2.833213344056216,1.0,0.0,0.0,0.0,0.0,-0.12421408032146664,-0.027697198895419974
1101,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Instagram,26,0.306,3.295836866004329,0.0,1.0,0.0,0.0,0.0,0.07056927968474525,0.3974459947700751
1102,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Snapchat,2,0.024,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.6185741799220403
1103,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Twitter,6,0.071,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.44923748414002107
1104,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),nan,35,0.412,3.58351893845611,0.0,0.0,0.0,0.0,1.0,0.24587430369033594,0.7793542873848418
1105,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Facebook,13,0.127,2.6390573296152584,1.0,0.0,0.0,0.0,0.0,-0.1826490883233302,-0.24747461256995557
1106,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Instagram,28,0.275,3.367295829986474,0.0,1.0,0.0,0.0,0.0,0.10952595168598762,0.2857558337223604
1107,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Snapchat,3,0.029,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.6005596378175702
1108,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Twitter,12,0.118,2.5649493574615367,0.0,0.0,0.0,1.0,0.0,-0.2021274243239514,-0.27990078835800186
1109,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),nan,46,0.451,3.8501476017100584,0.0,0.0,0.0,0.0,1.0,0.460135999697169,0.9198677157997089
1110,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Facebook,12,0.133,2.5649493574615367,1.0,0.0,0.0,0.0,0.0,-0.2021274243239514,-0.2258571620445914
1111,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Instagram,36,0.4,3.6109179126442243,0.0,1.0,0.0,0.0,0.0,0.2653526396909571,0.7361193863341137
1112,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Snapchat,2,0.022,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.6257799967638283
1113,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Twitter,6,0.067,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.46364911782359713
1114,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),nan,34,0.378,3.5553480614894135,0.0,0.0,0.0,0.0,1.0,0.22639596768971476,0.6568554010744451
1115,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Facebook,23,0.235,3.1780538303479458,1.0,0.0,0.0,0.0,0.0,0.01213427168288168,0.14163949688659921
1116,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Instagram,27,0.276,3.332204510175204,0.0,1.0,0.0,0.0,0.0,0.09004761568536643,0.2893587421432544
1117,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Snapchat,2,0.02,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.6329858136056165
1118,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Twitter,7,0.071,2.0794415416798357,0.0,0.0,0.0,1.0,0.0,-0.29951910432705736,-0.44923748414002107
1119,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),nan,39,0.398,3.6888794541139363,0.0,0.0,0.0,0.0,1.0,0.3237876476928207,0.7289135694923257
1120,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Facebook,19,0.184,2.995732273553991,1.0,0.0,0.0,0.0,0.0,-0.06577907231960307,-0.04210883257899609
1121,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Instagram,32,0.311,3.4965075614664802,0.0,1.0,0.0,0.0,0.0,0.18743929568847237,0.41546053687454526
1122,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Snapchat,7,0.068,2.0794415416798357,0.0,0.0,1.0,0.0,0.0,-0.29951910432705736,-0.46004620940270313
1123,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Twitter,9,0.087,2.302585092994046,0.0,0.0,0.0,1.0,0.0,-0.26056243232581494,-0.39159094940571665
1124,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),nan,36,0.35,3.6109179126442243,0.0,0.0,0.0,0.0,1.0,0.2653526396909571,0.5559739652894122
1125,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Facebook,12,0.14,2.5649493574615367,1.0,0.0,0.0,0.0,0.0,-0.2021274243239514,-0.20063680309833318
1126,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Instagram,27,0.314,3.332204510175204,0.0,1.0,0.0,0.0,0.0,0.09004761568536643,0.4262692621372273
1127,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Snapchat,1,0.012,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6618090809727686
1128,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Twitter,5,0.058,1.791759469228055,0.0,0.0,0.0,1.0,0.0,-0.3384757763282997,-0.49607529361164343
1129,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),nan,41,0.477,3.7376696182833684,0.0,0.0,0.0,0.0,1.0,0.36274431969406307,1.0135433347429534
1130,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Facebook,25,0.243,3.258096538021482,1.0,0.0,0.0,0.0,0.0,0.051090943684124056,0.17046276425375145
1131,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Instagram,26,0.252,3.295836866004329,0.0,1.0,0.0,0.0,0.0,0.07056927968474525,0.20288894004179772
1132,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Snapchat,2,0.019,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.6365887220265104
1133,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Twitter,6,0.058,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.49607529361164343
1134,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),nan,44,0.427,3.8066624897703196,0.0,0.0,0.0,0.0,1.0,0.42117932769592664,0.8333979136982522
1135,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Facebook,167,0.16,5.123963979403259,1.0,0.0,0.0,0.0,0.0,2.817014655772333,-0.1285786346804527
1137,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Snapchat,38,0.036,3.6635616461296463,0.0,0.0,1.0,0.0,0.0,0.3043093116921995,-0.575339278871312
1138,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Twitter,76,0.073,4.343805421853684,0.0,0.0,0.0,1.0,0.0,1.0444860797158046,-0.442031667298233
1140,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Facebook,198,0.214,5.293304824724492,1.0,0.0,0.0,0.0,0.0,3.4208430717915896,0.0659784200478247
1141,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Instagram,299,0.323,5.703782474656201,0.0,1.0,0.0,0.0,0.0,5.38815500785433,0.4586954379252736
1142,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Snapchat,37,0.04,3.6375861597263857,0.0,0.0,1.0,0.0,0.0,0.28483097569157834,-0.5609276451877359
1143,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Twitter,68,0.073,4.23410650459726,0.0,0.0,0.0,1.0,0.0,0.8886593917108351,-0.442031667298233
1145,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Facebook,37,0.308,3.6375861597263857,1.0,0.0,0.0,0.0,0.0,0.28483097569157834,0.40465181161186314
1146,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Instagram,40,0.333,3.713572066704308,0.0,1.0,0.0,0.0,0.0,0.3432659836934419,0.4947245221342139
1147,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Snapchat,2,0.017,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.6437945388682984
1148,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Twitter,6,0.05,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.5248985609787956
1149,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,nan,35,0.292,3.58351893845611,0.0,0.0,0.0,0.0,1.0,0.24587430369033594,0.34700527687755867
1150,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Facebook,80,0.175,4.394449154672439,1.0,0.0,0.0,0.0,0.0,1.1223994237182893,-0.07453500836704235
1151,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Instagram,150,0.329,5.017279836814924,0.0,1.0,0.0,0.0,0.0,2.4858829437617724,0.4803128884506378
1152,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Snapchat,15,0.033,2.772588722239781,0.0,0.0,1.0,0.0,0.0,-0.14369241632208782,-0.586148004133994
1153,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Twitter,33,0.072,3.5263605246161616,0.0,0.0,0.0,1.0,0.0,0.20691763168909358,-0.44563457571912707
1154,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,nan,178,0.39,5.187385805840755,0.0,0.0,0.0,0.0,1.0,3.031276351779166,0.7000903021251734
1155,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Facebook,180,0.227,5.198497031265826,1.0,0.0,0.0,0.0,0.0,3.0702330237804083,0.11281622951944707
1156,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Instagram,291,0.366,5.676753802268282,0.0,1.0,0.0,0.0,0.0,5.232328319849361,0.6136205000237167
1157,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Snapchat,18,0.023,2.9444389791664403,0.0,0.0,1.0,0.0,0.0,-0.08525740832022426,-0.6221770883429343
1158,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Twitter,47,0.059,3.871201010907891,0.0,0.0,0.0,1.0,0.0,0.4796143356977902,-0.4924723851907494
1159,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,nan,258,0.325,5.556828061699537,0.0,0.0,0.0,0.0,1.0,4.589543231828861,0.4659012547670617
1160,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Facebook,45,0.238,3.828641396489095,1.0,0.0,0.0,0.0,0.0,0.44065766369654785,0.1524482221492813
1161,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Instagram,58,0.307,4.07753744390572,0.0,1.0,0.0,0.0,0.0,0.6938760317046232,0.40104890319096914
1162,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Snapchat,6,0.032,1.9459101490553132,0.0,0.0,1.0,0.0,0.0,-0.3189974403276785,-0.5897509125548881
1163,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Twitter,8,0.042,2.1972245773362196,0.0,0.0,0.0,1.0,0.0,-0.28004076832643615,-0.5537218283459477
1164,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,nan,72,0.381,4.290459441148391,0.0,0.0,0.0,0.0,1.0,0.9665727357133198,0.6676641263371271
1165,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Facebook,43,0.204,3.784189633918261,1.0,0.0,0.0,0.0,0.0,0.40170099169530543,0.029949335838884397
1166,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Instagram,74,0.351,4.31748811353631,0.0,1.0,0.0,0.0,0.0,1.0055294077145622,0.5595768737103062
1167,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Snapchat,4,0.019,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,-0.3579541123289209,-0.6365887220265104
1168,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Twitter,20,0.095,3.044522437723423,0.0,0.0,0.0,1.0,0.0,-0.046300736318981885,-0.3627676820385644
1169,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,nan,70,0.332,4.2626798770413155,0.0,0.0,0.0,0.0,1.0,0.9276160637120775,0.49112161371331986
1170,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Facebook,20,0.217,3.044522437723423,1.0,0.0,0.0,0.0,0.0,-0.046300736318981885,0.07678714531050677
1171,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Instagram,34,0.37,3.5553480614894135,0.0,1.0,0.0,0.0,0.0,0.22639596768971476,0.6280321337072928
1172,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Snapchat,3,0.033,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.586148004133994
1173,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Twitter,1,0.011,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.6654119893936626
1174,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,nan,34,0.37,3.5553480614894135,0.0,0.0,0.0,0.0,1.0,0.22639596768971476,0.6280321337072928
1175,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Facebook,2,0.154,1.0986122886681098,1.0,0.0,0.0,0.0,0.0,-0.3969107843301633,-0.15019608520581687
1176,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Instagram,6,0.462,1.9459101490553132,0.0,1.0,0.0,0.0,0.0,-0.3189974403276785,0.9594997084295434
1177,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
1178,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Twitter,2,0.154,1.0986122886681098,0.0,0.0,0.0,1.0,0.0,-0.3969107843301633,-0.15019608520581687
1179,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,nan,3,0.231,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,-0.3774324483295421,0.1272278632030232
1180,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Facebook,186,0.223,5.231108616854587,1.0,0.0,0.0,0.0,0.0,3.187103039784135,0.09840459583587095
1181,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Instagram,291,0.349,5.676753802268282,0.0,1.0,0.0,0.0,0.0,5.232328319849361,0.5523710568685182
1182,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Snapchat,19,0.023,2.995732273553991,0.0,0.0,1.0,0.0,0.0,-0.06577907231960307,-0.6221770883429343
1183,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Twitter,54,0.065,4.007333185232471,0.0,0.0,0.0,1.0,0.0,0.6159626877021386,-0.4708549346653852
1184,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,nan,284,0.341,5.652489180268651,0.0,0.0,0.0,0.0,1.0,5.095979967845012,0.5235477895013662
1185,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Facebook,144,0.196,4.976733742420574,1.0,0.0,0.0,0.0,0.0,2.3690129277580456,0.0011260684717322622
1186,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Instagram,241,0.327,5.488937726156687,0.0,1.0,0.0,0.0,0.0,4.258411519818301,0.47310707160884974
1187,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Snapchat,27,0.037,3.332204510175204,0.0,0.0,1.0,0.0,0.0,0.09004761568536643,-0.5717363704504179
1188,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Twitter,60,0.082,4.110873864173311,0.0,0.0,0.0,1.0,0.0,0.7328327037058656,-0.40960549151018677
1189,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,nan,264,0.359,5.579729825986222,0.0,0.0,0.0,0.0,1.0,4.706413247832588,0.5884001410774584
1190,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Facebook,3,0.158,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,-0.13578445152224075
1191,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Instagram,6,0.316,1.9459101490553132,0.0,1.0,0.0,0.0,0.0,-0.3189974403276785,0.4334750789790154
1192,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Snapchat,2,0.105,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.32673859782962417
1193,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
1194,What social platform has influenced your online shopping most?,Custom,I'm in? Other,nan,8,0.421,2.1972245773362196,0.0,0.0,0.0,0.0,1.0,-0.28004076832643615,0.8117804631728881
1195,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Facebook,7,0.171,2.0794415416798357,1.0,0.0,0.0,0.0,0.0,-0.29951910432705736,-0.08894664205061838
1196,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Instagram,13,0.317,2.6390573296152584,0.0,1.0,0.0,0.0,0.0,-0.1826490883233302,0.43707798739990944
1197,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Snapchat,4,0.098,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,-0.3579541123289209,-0.35195895677588235
1198,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Twitter,3,0.073,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,-0.3774324483295421,-0.442031667298233
1199,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,nan,14,0.341,2.70805020110221,0.0,0.0,0.0,0.0,1.0,-0.16317075232270903,0.5235477895013662
1200,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Facebook,23,0.187,3.1780538303479458,1.0,0.0,0.0,0.0,0.0,0.01213427168288168,-0.031300107316314
1201,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Instagram,37,0.301,3.6375861597263857,0.0,1.0,0.0,0.0,0.0,0.28483097569157834,0.37943145266560496
1202,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Snapchat,6,0.049,1.9459101490553132,0.0,0.0,1.0,0.0,0.0,-0.3189974403276785,-0.5285014693996897
1203,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Twitter,6,0.049,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.5285014693996897
1204,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",nan,51,0.415,3.9512437185814275,0.0,0.0,0.0,0.0,1.0,0.557527679700275,0.7901630126475239
1207,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Snapchat,47,0.03,3.871201010907891,0.0,0.0,1.0,0.0,0.0,0.4796143356977902,-0.5969567293966761
1208,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Twitter,99,0.063,4.605170185988092,0.0,0.0,0.0,1.0,0.0,1.492487807730092,-0.47806075150717325
1210,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Facebook,9,0.188,2.302585092994046,1.0,0.0,0.0,0.0,0.0,-0.26056243232581494,-0.027697198895419974
1211,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Instagram,15,0.313,2.772588722239781,0.0,1.0,0.0,0.0,0.0,-0.14369241632208782,0.4226663537163333
1212,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Snapchat,1,0.021,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6293829051847224
1213,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Twitter,4,0.083,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.4060025830892927
1214,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,nan,19,0.396,2.995732273553991,0.0,0.0,0.0,0.0,1.0,-0.06577907231960307,0.7217077526505375
1215,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Facebook,13,0.138,2.6390573296152584,1.0,0.0,0.0,0.0,0.0,-0.1826490883233302,-0.20784261994012124
1216,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Instagram,41,0.436,3.7376696182833684,0.0,1.0,0.0,0.0,0.0,0.36274431969406307,0.8658240894862985
1217,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Snapchat,3,0.032,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.5897509125548881
1218,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Twitter,8,0.085,2.1972245773362196,0.0,0.0,0.0,1.0,0.0,-0.28004076832643615,-0.39879676624750465
1219,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,nan,29,0.309,3.4011973816621555,0.0,0.0,0.0,0.0,1.0,0.12900428768660882,0.4082547200327572
1220,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Facebook,8,0.154,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,-0.28004076832643615,-0.15019608520581687
1221,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Instagram,11,0.212,2.4849066497880004,0.0,1.0,0.0,0.0,0.0,-0.22160576032457258,0.05877260320603663
1222,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Snapchat,3,0.058,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.49607529361164343
1223,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Twitter,4,0.077,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.4276200336146569
1224,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,nan,26,0.5,3.295836866004329,0.0,0.0,0.0,0.0,1.0,0.07056927968474525,1.0964102284235162
1225,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Facebook,98,0.166,4.59511985013459,1.0,0.0,0.0,0.0,0.0,1.4730094717294708,-0.10696118415508853
1226,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Instagram,164,0.277,5.10594547390058,0.0,1.0,0.0,0.0,0.0,2.7585796477704694,0.29296165056414847
1227,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Snapchat,16,0.027,2.833213344056216,0.0,0.0,1.0,0.0,0.0,-0.12421408032146664,-0.6077654546593583
1228,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Twitter,44,0.074,3.8066624897703196,0.0,0.0,0.0,1.0,0.0,0.42117932769592664,-0.438428758877339
1229,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,nan,270,0.456,5.602118820879701,0.0,0.0,0.0,0.0,1.0,4.8232832638363154,0.9378822579041791
1230,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Facebook,313,0.215,5.749392985908253,1.0,0.0,0.0,0.0,0.0,5.660851711863026,0.06958132846871873
1232,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Snapchat,38,0.026,3.6635616461296463,0.0,0.0,1.0,0.0,0.0,0.3043093116921995,-0.6113683630802522
